SchoolName,EmployedBarPassageRequiredFTLT,EmployedBarPassageRequiredFTST,EmployedBarPassageRequiredPTLT,EmployedBarPassageRequiredPTST,EmployedBarPassageRequiredNumber,EmployedJDAdvantageFTLT,EmployedJDAdvantageFTST,EmployedJDAdvantagePTLT,EmployedJDAdvantagePTST,EmployedJDAdvantageNumber,EmployedProfessionPositionFTLT,EmployedProfessionPositionFTST,EmployedProfessionPositionPTLT,EmployedProfessionPositionPTST,EmployedProfessionPositionNumber,EmployedNonProfessionPositionFTLT,EmployedNonProfessionPositionFTST,EmployedNonProfessionPositionPTLT,EmployedNonProfessionPositionPTST,EmployedNonProfessionPositionNumber,EmployedLawSchoolFTLT,EmployedLawSchoolFTST,EmployedLawSchoolPTLT,EmployedLawSchoolPTST,EmployedLawSchoolNumber,EmployedUndeterminableFTLT,EmployedUndeterminableFTST,EmployedUndeterminablePTLT,EmployedUndeterminablePTST,EmployedUndeterminableNumber,EmployedPursuingGraduateDegreeNumber,UnEmployedStartDateDeferredNumber,UnEmployedNotSeekingNumber,UnEmployedSeekingNumber,EmploymentStatusUnknownNumber,TotalGraduatesNumber,Funded_BarPassgeFullTimeLongTerm,Funded_BarPassgeFullTimeShortTerm,Funded_BarPassgePartTimeLongTerm,Funded_BarPassgePartTimeShortTerm,Funded_BarPassgeTotalEmployed,Funded_JDAdvantageFullTimeLongTerm,Funded_JDAdvantageFullTimeShortTerm,Funded_JDAdvantagePartTimeLongTerm,Funded_JDAdvantagePartTimeShortTerm,Funded_JDAdvantageTotalEmployed,Funded_ProfessionFullTimeLongTerm,Funded_ProfessionFullTimeShortTerm,Funded_ProfessionPartTimeLongTerm,Funded_ProfessionPartTimeShortTerm,Funded_ProfessionTotalEmployed,Funded_NonProfessionFullTimeLongTerm,Funded_NonProfessionFullTimeShortTerm,Funded_NonProfessionPartTimeLongTerm,Funded_NonProfessionPartTimeShortTerm,Funded_NonProfessionTotalEmployed,Funded_TotFullTimeLongTerm,Funded_TotFullTimeShortTerm,Funded_TotPartTimeLongTerm,Funded_TotPartTimeShortTerm,Funded_TotTotalEmployed,Solo-FTLT,Solo-FTST,Solo-PTLT,Solo-PTST,Solo,2-10-FTLT,2-10-FTST,2-10-PTLT,2-10-PTST,10-Feb,11-25-FTLT,11-25-FTST,11-25-PTLT,11-25-PTST,25-Nov,26-50-FTLT,26-50-FTST,26-50-PTLT,26-50-PTST,26-50,51-100-FTLT,51-100-FTST,51-100-PTLT,51-100-PTST,51-100,101-250-FTLT,101-250-FTST,101-250-PTLT,101-250-PTST,101-250,251-500-FTLT,251-500-FTST,251-500-PTLT,251-500-PTST,251-500,501-FTLT,501-FTST,501-PTLT,501-PTST,501-PLUS,Unknown-FTLT,Unknown-FTST,Unknown-PTLT,Unknown-PTST,Unknown,BusinessIndustry-FTLT,BusinessIndustry-FTST,BusinessIndustry-PTLT,BusinessIndustry-PTST,BusinessIndustry,Government-FTLT,Government-FTST,Government-PTLT,Government-PTST,Government,PublicInterest-FTLT,PublicInterest-FTST,PublicInterest-PTLT,PublicInterest-PTST,PublicInterest,Federal-FTLT,Federal-FTST,Federal-PTLT,Federal-PTST,Federal,StateLocal-FTLT,StateLocal-FTST,StateLocal-PTLT,StateLocal-PTST,StateLocal,Other-FTLT,Other-FTST,Other-PTLT,Other-PTST,Other,Academia-FTLT,Academia-FTST,Academia-PTLT,Academia-PTST,Academia,UnknownEmployerType-FTLT,UnknownEmployerType-FTST,UnknownEmployerType-PTLT,UnknownEmployerType-PTST,UnknownEmployerType,Total-FTLT,Total-FTST,Total-PTLT,Total-PTST,Total,FirstLargestEmployment,FirstLargestEmploymentNumber,SecondLargestEmployment,SecondLargestEmploymentNumber,ThirdLargestEmployment,ThirdLargestEmploymentNumber,EmployedInForeignCountries
"PUERTO RICO, UNIVERSITY OF",43,5,3,1,52,42,4,7,6,59,15,2,1,1,19,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,5,6,42,4,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,0,13,21,2,3,3,29,3,0,0,0,3,3,0,0,1,4,8,1,0,0,9,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,34,1,3,2,40,8,0,1,0,9,3,1,0,0,4,0,2,0,0,2,9,0,0,0,9,0,0,0,0,0,3,2,2,1,8,0,0,0,0,0,103,11,11,8,133,Puerto Rico,119,Florida,4,New York,3,2
QUINNIPIAC UNIVERSITY,34,2,3,0,39,13,0,0,0,13,5,1,1,0,7,0,0,3,1,4,0,0,0,1,1,0,0,0,0,0,1,0,2,6,3,76,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,16,1,2,0,19,3,0,0,0,3,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,14,1,4,0,19,7,0,0,1,8,1,0,0,0,1,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,52,3,7,2,64,Connecticut,49,New York,6,Florida,3,0
REGENT UNIVERSITY,57,0,1,0,58,5,0,3,0,8,2,0,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,4,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,28,0,2,0,30,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,0,2,0,8,13,0,2,0,15,4,0,1,1,6,3,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,7,1,72,Virginia,37,Texas,6,California,4,0
"RICHMOND, UNIVERSITY OF",95,3,3,1,102,19,1,7,0,27,4,0,1,0,5,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,19,0,2,0,21,7,0,1,0,8,5,0,1,0,6,5,1,0,0,6,1,0,0,0,1,2,0,0,0,2,6,0,0,0,6,0,0,0,0,0,19,2,3,0,24,20,0,3,1,24,4,0,1,0,5,10,0,0,0,10,20,1,1,0,22,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,119,4,14,1,138,Virginia,110,District of Columbia,7,North Carolina,3,2
ROGER WILLIAMS UNIVERSITY,44,1,2,0,47,4,3,1,0,8,4,2,1,1,8,3,0,0,2,5,0,0,0,0,0,0,0,0,2,2,1,0,0,9,6,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0,1,0,13,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,4,3,2,16,10,0,0,0,10,2,1,0,0,3,0,0,0,0,0,21,0,0,0,21,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,55,6,4,5,70,Rhode Island,29,New York,9,Massachusetts,8,0
RUTGERS UNIVERSITY,244,6,2,0,252,24,2,4,2,32,16,0,2,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,23,3,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,6,0,31,9,0,0,0,9,3,0,0,0,3,11,0,0,0,11,5,0,0,0,5,8,0,0,0,8,15,0,0,0,15,0,0,0,0,0,29,2,1,1,33,12,1,0,2,15,5,0,0,0,5,7,0,0,0,7,154,5,0,0,159,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,284,8,8,3,303,New Jersey,238,New York,32,Pennsylvania,17,1
RUTGERS UNIVERSITY-CAMDEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Jersey,238,New York,32,Pennsylvania,17,0
RUTGERS UNIVERSITY-NEWARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Jersey,238,New York,32,Pennsylvania,17,0
SAINT LOUIS UNIVERSITY,94,4,1,0,99,25,1,1,0,27,4,0,0,1,5,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,22,1,0,0,23,6,0,1,0,7,5,0,0,0,5,3,0,0,0,3,13,0,0,0,13,5,0,0,0,5,7,0,0,0,7,0,0,0,0,0,27,6,1,0,34,25,0,0,0,25,4,0,0,0,4,1,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,123,7,2,1,133,Missouri,95,Illinois,16,District Of Columbia,6,0
SAMFORD UNIVERSITY,87,0,2,2,91,20,0,1,1,22,5,0,0,3,8,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,3,2,2,22,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,28,0,1,3,32,12,0,0,0,12,8,0,0,0,8,5,0,0,0,5,6,0,0,0,6,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,22,0,2,4,28,6,0,0,0,6,4,0,1,0,5,1,0,0,0,1,9,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,113,0,4,7,124,Alabama,86,Georgia,15,Tennessee,7,0
"SAN DIEGO, UNIVERSITY OF",102,3,0,2,107,25,4,1,8,38,2,0,1,0,3,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4,5,2,53,4,218,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,28,2,1,8,39,16,2,0,1,19,6,0,0,0,6,4,0,0,0,4,8,0,0,0,8,1,0,0,0,1,13,0,0,0,13,1,0,0,0,1,25,3,0,1,29,17,0,0,0,17,2,0,0,0,2,4,0,0,0,4,0,0,0,0,0,1,0,0,0,1,2,0,1,1,4,1,0,0,0,1,130,7,2,11,150,California,133,Virginia,3,Massachusetts,2,2
"SAN FRANCISCO, UNIVERSITY OF",46,5,1,1,53,20,4,6,3,33,5,1,1,2,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6,2,32,3,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,22,0,4,2,28,4,0,0,0,4,1,0,0,0,1,1,0,0,1,2,1,0,1,0,2,3,0,0,0,3,6,0,0,0,6,0,0,0,0,0,15,5,2,1,23,11,4,1,0,16,4,1,1,1,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,71,10,9,6,96,California,88,Illinois,1,Nevada,1,1
SANTA CLARA UNIVERSITY,102,3,1,2,108,30,8,3,2,43,4,2,1,0,7,0,0,1,1,2,0,1,0,6,7,0,0,0,0,0,1,2,5,40,0,215,0,1,0,0,1,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,2,1,0,0,3,16,0,0,1,17,7,0,0,0,7,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,22,0,0,0,22,31,4,2,3,40,28,5,2,1,36,12,3,1,0,16,8,0,0,0,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,1,1,6,11,0,0,0,0,0,136,14,6,11,167,California,148,Montana,2,Nevada,2,0
SEATTLE UNIVERSITY,121,5,7,9,142,20,8,3,3,34,11,1,0,0,12,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,4,2,6,19,10,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,52,1,7,4,64,9,0,0,0,9,8,0,0,1,9,3,0,0,0,3,6,0,0,0,6,1,0,0,0,1,3,1,0,3,7,0,0,0,0,0,29,8,3,5,45,24,4,0,0,28,4,0,0,0,4,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,14,11,13,191,Washington,174,District of Columbia,4,Massachusetts,3,1
SETON HALL UNIVERSITY,129,6,0,0,135,13,4,0,1,18,2,0,0,1,3,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,2,12,2,0,0,0,2,2,0,0,0,2,5,0,0,0,5,5,0,0,0,5,6,0,0,0,6,13,0,0,0,13,0,0,0,0,0,12,3,1,0,16,5,2,0,0,7,1,0,0,0,1,1,0,0,0,1,86,3,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,10,1,2,159,New Jersey,133,New York,18,Pennsylvania,2,0
"SOUTH CAROLINA, UNIVERSITY OF",132,1,1,1,135,18,2,0,2,22,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12,3,1,12,5,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,1,0,32,10,0,0,1,11,4,0,0,0,4,5,1,0,0,6,10,0,0,0,10,5,0,0,0,5,0,0,0,0,0,1,0,0,0,1,15,2,1,1,19,25,0,0,1,26,4,0,0,0,4,7,0,0,0,7,33,0,0,0,33,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,152,3,2,3,160,South Carolina,108,North Carolina,11,Georgia,9,0
"SOUTH DAKOTA, UNIVERSITY OF",41,0,0,0,41,8,0,0,4,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,15,0,0,1,16,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,7,9,0,0,1,10,1,0,0,0,1,2,0,0,0,2,12,0,0,0,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,50,0,0,4,54,South Dakota,40,Iowa,6,Utah,3,0
SOUTH TEXAS COLLEGE OF LAW HOUSTON,175,10,1,6,192,31,6,2,4,43,19,3,0,2,24,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,5,2,7,48,8,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,7,86,8,0,9,103,26,2,1,0,29,13,1,0,0,14,12,1,0,0,13,3,0,0,0,3,5,0,0,0,5,4,0,0,0,4,1,0,0,0,1,34,6,1,1,42,24,0,0,0,24,3,0,0,0,3,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,5,1,0,1,7,0,0,0,0,0,226,19,3,13,261,Texas,252,Florida,3,District of Columbia,1,1
"SOUTHERN CALIFORNIA, UNIVERSITY OF",140,4,2,0,146,9,0,0,1,10,3,0,1,0,4,0,0,0,0,0,22,5,0,0,27,0,0,0,0,0,2,1,3,5,2,200,21,3,0,0,24,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,22,5,0,0,27,1,0,0,0,1,26,2,1,0,29,6,0,0,0,6,11,0,1,0,12,5,0,0,0,5,7,0,0,0,7,10,0,0,0,10,59,0,0,0,59,0,0,0,0,0,19,1,1,0,21,14,4,0,0,18,8,2,0,0,10,4,0,0,0,4,1,0,0,0,1,1,0,0,0,1,2,0,0,1,3,0,0,0,0,0,174,9,3,1,187,California,166,New York,5,Texas,3,4
SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,67,1,0,1,69,14,1,0,1,16,1,0,0,0,1,2,1,0,0,3,0,0,0,1,1,0,0,0,0,0,4,2,2,17,2,117,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,33,1,0,1,35,5,0,0,0,5,1,0,0,0,1,1,1,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,6,0,0,1,7,26,1,0,0,27,3,0,0,0,3,3,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,84,3,0,3,90,Illinois,55,Missouri,12,Texas,4,0
SOUTHERN METHODIST UNIVERSITY,176,2,2,1,181,15,1,1,1,18,6,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,16,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,55,2,1,0,58,16,0,0,0,16,13,0,0,0,13,4,0,1,0,5,4,0,0,0,4,12,0,0,0,12,27,0,0,0,27,0,0,0,0,0,33,1,2,3,39,13,0,0,0,13,7,0,0,0,7,6,0,0,0,6,4,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,197,3,4,3,207,Texas,191,California,2,New York,2,3
SOUTHERN UNIVERSITY,81,2,8,4,95,23,3,0,0,26,23,0,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,28,1,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,17,36,0,1,0,37,5,0,0,0,5,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,18,2,0,0,20,24,2,4,2,32,5,0,0,2,7,0,0,0,0,0,9,1,0,0,10,0,0,0,0,0,3,0,0,0,3,6,0,0,0,6,127,5,8,6,146,Louisiana,108,Texas,11,Georgia,3,0
SOUTHWESTERN LAW SCHOOL,125,1,4,1,131,49,2,9,4,64,10,1,6,3,20,1,0,1,0,2,2,0,0,0,2,0,0,0,0,0,0,0,4,91,7,321,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,2,82,1,5,4,92,16,0,2,0,18,11,0,1,0,12,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,1,0,1,0,2,36,3,7,2,48,13,0,1,1,15,7,0,1,1,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,0,4,0,0,0,0,0,187,4,20,8,219,California,193,Florida,2,Nevada,2,3
ST. JOHN'S UNIVERSITY,176,1,2,0,179,29,3,3,1,36,2,0,0,0,2,0,0,2,0,2,0,0,0,5,5,0,0,0,0,0,1,0,0,19,0,244,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,0,0,0,1,43,0,2,1,46,11,0,0,0,11,14,1,0,0,15,13,0,1,0,14,6,0,0,0,6,5,0,0,0,5,30,0,0,0,30,0,0,0,0,0,30,2,4,0,36,40,0,0,2,42,7,1,0,0,8,2,0,0,0,2,3,0,0,0,3,0,0,0,0,0,2,0,0,3,5,0,0,0,0,0,207,4,7,6,224,New York,211,New Jersey,5,Connecticut,5,0
ST. MARY'S UNIVERSITY,144,3,1,0,148,18,6,1,5,30,6,2,0,0,8,0,0,0,0,0,2,0,0,1,3,0,0,0,1,1,4,1,6,27,10,238,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,3,20,1,2,3,26,69,3,0,2,74,16,1,0,0,17,5,0,0,1,6,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,19,1,0,0,20,18,2,0,0,20,8,0,0,0,8,3,1,0,0,4,4,0,0,0,4,0,0,0,0,0,5,1,0,1,7,0,0,0,0,0,170,11,2,7,190,Texas,179,Illinois,2,New Mexico,2,0
ST. THOMAS UNIVERSITY (FLORIDA),97,0,0,2,99,8,1,0,7,16,10,3,1,6,20,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,13,0,24,27,1,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,53,1,0,5,59,6,0,0,0,6,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,3,0,9,26,23,0,0,1,24,1,0,0,0,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,1,0,1,2,4,0,0,0,0,0,115,4,1,17,137,Florida,122,California,3,New York,3,0
"ST. THOMAS, UNIVERSITY OF (MINNESOTA)",59,2,0,1,62,23,6,2,1,32,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,2,0,1,6,0,106,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,0,0,0,1,15,0,1,0,16,3,0,0,0,3,1,0,0,0,1,2,0,0,0,2,3,3,0,0,6,1,1,0,0,2,2,0,0,0,2,1,0,0,0,1,23,3,1,2,29,7,1,0,0,8,4,0,0,0,4,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,85,8,2,2,97,Minnesota,81,South Dakota,2,Wisconsin,2,1
STANFORD UNIVERSITY,164,0,0,0,164,4,0,0,0,4,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,1,1,2,183,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,5,0,0,0,5,11,0,0,0,11,76,0,0,0,76,1,0,0,0,1,9,0,0,0,9,10,0,0,0,10,12,0,0,0,12,45,0,0,0,45,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,176,California,76,District of Columbia,25,New York,24,3
STETSON UNIVERSITY,166,0,3,1,170,59,4,13,6,82,2,0,0,0,2,0,0,1,3,4,0,13,0,2,15,0,0,0,0,0,4,5,5,7,0,294,0,5,0,0,5,0,8,0,2,10,0,0,0,0,0,0,0,0,0,0,0,13,0,2,15,3,0,1,0,4,67,0,7,3,77,15,0,1,0,16,5,0,0,0,5,9,0,0,0,9,9,0,0,0,9,12,0,0,0,12,3,1,1,0,5,1,0,0,0,1,52,2,6,5,65,40,7,0,0,47,2,6,1,2,11,3,0,0,0,3,5,0,0,0,5,0,0,0,0,0,1,1,0,2,4,0,0,0,0,0,227,17,17,12,273,Florida,241,Virginia,5,Georgia,4,2
SUFFOLK UNIVERSITY,178,7,3,5,193,94,14,11,2,121,10,0,1,1,12,1,0,5,2,8,0,0,0,0,0,0,0,0,0,0,7,8,6,42,15,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,58,2,10,5,75,17,0,1,0,18,17,1,0,1,19,7,0,0,0,7,10,0,0,0,10,5,2,0,0,7,17,0,0,0,17,1,0,0,0,1,78,13,6,3,100,40,2,1,0,43,6,1,1,0,8,1,0,0,0,1,18,0,0,0,18,0,0,0,0,0,3,0,1,1,5,0,0,0,0,0,283,21,20,10,334,Massachusetts,265,Rhode Island,18,California,6,2
SYRACUSE UNIVERSITY,100,3,2,0,105,23,4,2,0,29,2,0,1,0,3,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4,2,0,15,6,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,13,0,2,0,15,6,0,0,0,6,10,0,0,0,10,3,0,0,0,3,3,0,0,0,3,6,0,0,0,6,5,0,0,0,5,0,0,0,0,0,23,3,2,0,28,20,2,0,0,22,11,1,1,0,13,3,0,0,0,3,21,1,0,0,22,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,126,7,6,0,139,New York,66,New Jersey,12,District of Columbia,9,1
TEMPLE UNIVERSITY,139,5,2,0,146,28,2,3,0,33,2,0,0,0,2,0,0,1,0,1,1,0,0,2,3,0,0,0,0,0,5,0,0,12,0,202,1,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,1,0,1,0,2,20,0,0,0,20,13,0,0,0,13,9,0,0,0,9,8,0,0,0,8,15,0,0,0,15,4,0,0,0,4,23,0,0,0,23,1,0,2,0,3,19,1,2,0,22,18,0,0,0,18,13,2,1,1,17,8,0,0,0,8,16,4,0,0,20,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,170,7,6,2,185,Pennsylvania,133,New Jersey,17,Delaware,8,2
"TENNESSEE, UNIVERSITY OF",103,1,2,2,108,16,4,1,1,22,4,0,0,0,4,0,2,2,3,7,0,0,0,1,1,0,0,0,0,0,3,0,1,11,1,158,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,4,32,1,2,1,36,16,1,0,0,17,3,0,1,1,5,5,0,0,0,5,8,0,0,0,8,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,12,3,2,3,20,21,1,0,1,23,5,1,0,0,6,3,0,0,0,3,9,0,0,0,9,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,123,7,5,7,142,Tennessee,110,Kentucky,5,New York,4,1
TEXAS A&M UNIVERSITY,122,3,3,2,130,20,2,2,1,25,12,1,2,0,15,3,0,0,2,5,0,0,0,0,0,0,0,0,0,0,4,1,3,20,2,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,16,52,1,4,1,58,9,1,0,0,10,5,0,0,0,5,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,1,3,36,35,0,1,0,36,1,0,0,1,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,157,6,7,5,175,Texas,171,Indiana,1,Missouri,1,0
"TEXAS AT AUSTIN, UNIVERSITY OF",289,3,2,0,294,18,2,1,0,21,4,0,0,0,4,0,0,0,0,0,3,0,0,1,4,0,0,0,0,0,4,6,2,26,1,362,3,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,4,1,0,0,0,1,35,1,1,0,37,14,0,0,0,14,6,0,0,0,6,4,0,0,0,4,10,0,0,0,10,19,0,0,0,19,101,0,0,0,101,0,0,0,0,0,30,0,1,0,31,30,2,1,0,33,16,2,0,0,18,33,0,0,0,33,14,0,0,0,14,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,314,5,3,1,323,Texas,247,New York,26,California,10,2
TEXAS SOUTHERN UNIVERSITY,79,3,4,2,88,10,3,2,0,15,10,1,2,0,13,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,5,0,2,24,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,1,25,34,0,5,1,40,3,0,0,0,3,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,3,0,0,0,3,0,0,0,0,0,13,3,2,0,18,12,1,0,0,13,5,0,1,0,6,3,0,0,0,3,0,0,0,0,0,0,1,0,0,1,1,1,2,0,4,0,0,0,0,0,101,7,10,2,120,Texas,107,Georgia,2,Nebraska,2,0
TEXAS TECH UNIVERSITY,125,6,1,0,132,14,2,2,1,19,3,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,19,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,44,1,0,0,45,10,0,0,1,11,10,0,0,0,10,3,0,0,0,3,4,0,0,0,4,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,12,3,2,2,19,26,4,1,0,31,6,0,0,0,6,6,0,0,0,6,4,0,0,0,4,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,142,8,3,3,156,Texas,145,District of Columbia,2,Arizona,2,1
THOMAS JEFFERSON SCHOOL OF LAW,46,3,0,1,50,21,7,3,12,43,12,1,0,7,20,1,0,3,3,7,0,0,0,0,0,0,0,0,0,0,8,2,2,60,18,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,36,4,2,10,52,3,0,0,0,3,2,0,0,0,2,1,0,0,0,1,2,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,15,4,4,9,32,10,2,0,0,12,1,0,0,0,1,1,1,0,0,2,2,0,0,0,2,0,0,0,0,0,3,0,0,2,5,0,0,0,0,0,80,11,6,23,120,California,87,Nevada,7,New York,4,2
THOMAS M. COOLEY LAW SCHOOL,141,3,12,0,156,80,3,7,0,90,70,1,3,3,77,5,1,12,1,19,0,0,0,0,0,0,0,0,0,0,8,2,3,90,17,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,14,102,1,10,0,113,16,0,2,0,18,3,0,0,0,3,3,0,0,0,3,3,0,0,0,3,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,85,5,13,2,105,44,1,3,0,48,9,1,0,0,10,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,10,0,1,2,13,0,0,0,0,0,296,8,34,4,342,Michigan,181,Florida,71,Illinois,16,8
