SchoolName,EmployedBarPassageRequiredFTLT,EmployedBarPassageRequiredFTST,EmployedBarPassageRequiredPTLT,EmployedBarPassageRequiredPTST,EmployedBarPassageRequiredNumber,EmployedJDAdvantageFTLT,EmployedJDAdvantageFTST,EmployedJDAdvantagePTLT,EmployedJDAdvantagePTST,EmployedJDAdvantageNumber,EmployedProfessionPositionFTLT,EmployedProfessionPositionFTST,EmployedProfessionPositionPTLT,EmployedProfessionPositionPTST,EmployedProfessionPositionNumber,EmployedNonProfessionPositionFTLT,EmployedNonProfessionPositionFTST,EmployedNonProfessionPositionPTLT,EmployedNonProfessionPositionPTST,EmployedNonProfessionPositionNumber,EmployedLawSchoolFTLT,EmployedLawSchoolFTST,EmployedLawSchoolPTLT,EmployedLawSchoolPTST,EmployedLawSchoolNumber,EmployedUndeterminableFTLT,EmployedUndeterminableFTST,EmployedUndeterminablePTLT,EmployedUndeterminablePTST,EmployedUndeterminableNumber,EmployedPursuingGraduateDegreeNumber,UnEmployedStartDateDeferredNumber,UnEmployedNotSeekingNumber,UnEmployedSeekingNumber,EmploymentStatusUnknownNumber,TotalGraduatesNumber,Funded_BarPassgeFullTimeLongTerm,Funded_BarPassgeFullTimeShortTerm,Funded_BarPassgePartTimeLongTerm,Funded_BarPassgePartTimeShortTerm,Funded_BarPassgeTotalEmployed,Funded_JDAdvantageFullTimeLongTerm,Funded_JDAdvantageFullTimeShortTerm,Funded_JDAdvantagePartTimeLongTerm,Funded_JDAdvantagePartTimeShortTerm,Funded_JDAdvantageTotalEmployed,Funded_ProfessionFullTimeLongTerm,Funded_ProfessionFullTimeShortTerm,Funded_ProfessionPartTimeLongTerm,Funded_ProfessionPartTimeShortTerm,Funded_ProfessionTotalEmployed,Funded_NonProfessionFullTimeLongTerm,Funded_NonProfessionFullTimeShortTerm,Funded_NonProfessionPartTimeLongTerm,Funded_NonProfessionPartTimeShortTerm,Funded_NonProfessionTotalEmployed,Funded_TotFullTimeLongTerm,Funded_TotFullTimeShortTerm,Funded_TotPartTimeLongTerm,Funded_TotPartTimeShortTerm,Funded_TotTotalEmployed,Solo-FTLT,Solo-FTST,Solo-PTLT,Solo-PTST,Solo,2-10-FTLT,2-10-FTST,2-10-PTLT,2-10-PTST,10-Feb,11-25-FTLT,11-25-FTST,11-25-PTLT,11-25-PTST,25-Nov,26-50-FTLT,26-50-FTST,26-50-PTLT,26-50-PTST,26-50,51-100-FTLT,51-100-FTST,51-100-PTLT,51-100-PTST,51-100,101-250-FTLT,101-250-FTST,101-250-PTLT,101-250-PTST,101-250,251-500-FTLT,251-500-FTST,251-500-PTLT,251-500-PTST,251-500,501-FTLT,501-FTST,501-PTLT,501-PTST,501-PLUS,Unknown-FTLT,Unknown-FTST,Unknown-PTLT,Unknown-PTST,Unknown,BusinessIndustry-FTLT,BusinessIndustry-FTST,BusinessIndustry-PTLT,BusinessIndustry-PTST,BusinessIndustry,Government-FTLT,Government-FTST,Government-PTLT,Government-PTST,Government,PublicInterest-FTLT,PublicInterest-FTST,PublicInterest-PTLT,PublicInterest-PTST,PublicInterest,Federal-FTLT,Federal-FTST,Federal-PTLT,Federal-PTST,Federal,StateLocal-FTLT,StateLocal-FTST,StateLocal-PTLT,StateLocal-PTST,StateLocal,Other-FTLT,Other-FTST,Other-PTLT,Other-PTST,Other,Academia-FTLT,Academia-FTST,Academia-PTLT,Academia-PTST,Academia,UnknownEmployerType-FTLT,UnknownEmployerType-FTST,UnknownEmployerType-PTLT,UnknownEmployerType-PTST,UnknownEmployerType,Total-FTLT,Total-FTST,Total-PTLT,Total-PTST,Total,FirstLargestEmployment,FirstLargestEmploymentNumber,SecondLargestEmployment,SecondLargestEmploymentNumber,ThirdLargestEmployment,ThirdLargestEmploymentNumber,EmployedInForeignCountries
THOMAS M. COOLEY LAW SCHOOL - ANN ARBOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michigan,181,Florida,71,Illinois,16,0
THOMAS M. COOLEY LAW SCHOOL - TAMPA BAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michigan,181,Florida,71,Illinois,16,0
THOMAS M. COOLEY SCHOOL OF LAW - AUBURN HILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michigan,181,Florida,71,Illinois,16,0
THOMAS M. COOLEY SCHOOL OF LAW - GRAND RAPIDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michigan,181,Florida,71,Illinois,16,0
THOMAS M. COOLEY SCHOOL OF LAW - LANSING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michigan,181,Florida,71,Illinois,16,0
THOMAS M. COOLEY SCHOOL OF LAW  MICHIGAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michigan,181,Florida,71,Illinois,16,0
"TOLEDO, UNIVERSITY OF",32,0,6,0,38,21,0,3,3,27,4,0,2,1,7,1,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,1,1,6,2,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,12,0,2,0,14,3,0,0,0,3,3,0,0,0,3,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,6,0,4,2,12,15,0,1,2,18,4,0,2,0,6,2,0,0,0,2,4,0,1,0,5,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,58,0,15,4,77,Ohio,50,Michigan,15,Indiana,3,0
TOURO COLLEGE,87,0,1,0,88,10,0,0,0,10,15,0,1,0,16,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,2,3,16,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,43,0,1,0,44,11,0,0,0,11,0,0,0,0,0,5,0,0,0,5,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,15,0,4,0,19,24,0,0,0,24,2,0,0,0,2,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,112,0,5,0,117,New York,109,New Jersey,4,Georgia,1,0
TULANE UNIVERSITY,126,1,1,0,128,24,1,5,0,30,4,0,1,0,5,0,0,5,0,5,2,1,0,1,4,0,0,0,0,0,7,0,5,13,2,199,1,1,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,1,4,1,0,0,0,1,21,0,1,0,22,17,0,0,0,17,13,0,1,0,14,9,0,0,0,9,3,0,0,0,3,6,0,0,0,6,15,0,0,0,15,0,0,0,0,0,17,0,7,0,24,17,1,1,0,19,11,2,1,0,14,18,0,0,0,18,5,0,0,0,5,0,0,0,0,0,3,0,1,1,5,0,0,0,0,0,156,3,12,1,172,Louisiana,58,Texas,25,California,16,3
"TULSA, UNIVERSITY OF",51,2,2,0,55,10,0,0,5,15,1,0,1,1,3,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,3,19,9,0,0,0,9,4,0,0,0,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10,2,1,5,18,12,0,0,0,12,7,0,0,0,7,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,63,2,3,9,77,Oklahoma,46,Texas,7,Colorado,4,2
UNIVERSITY OF BUFFALO-SUNY,117,2,3,3,125,8,2,0,2,12,3,0,0,2,5,1,0,5,1,7,0,0,0,0,0,0,0,1,1,2,1,3,5,24,1,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27,0,2,2,31,17,0,1,2,20,9,0,0,1,10,5,0,0,0,5,9,1,0,0,10,4,0,0,0,4,3,0,0,0,3,3,0,0,0,3,15,1,4,0,20,22,2,0,0,24,5,0,0,0,5,2,0,0,0,2,4,0,0,0,4,0,0,0,0,0,2,0,0,1,3,1,0,2,3,6,129,4,9,9,151,New York,130,District of Columbia,1,Georgia,1,0
UNIVERSITY OF LA VERNE,7,0,0,0,7,9,1,0,3,13,5,0,1,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,3,12,6,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11,0,0,3,14,1,1,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,21,2,1,3,27,California,26,Idaho,1,Georgia,1,0
UNIVERSITY OF MASSACHUSETTS DARTMOUTH,21,0,1,0,22,8,1,2,1,12,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,9,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,8,1,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,8,16,0,0,0,16,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,3,1,40,Massachusetts,32,Rhode Island,3,New York,2,0
UNIVERSITY OF NEVADA - LAS VEGAS,84,0,0,0,84,9,3,0,1,13,7,0,1,0,8,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28,0,0,1,29,3,0,0,0,3,3,0,0,0,3,1,0,0,0,1,4,0,0,0,4,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,10,1,2,0,13,7,2,0,0,9,2,0,0,0,2,5,0,0,0,5,33,0,0,0,33,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,101,3,2,1,107,Nevada,100,District of Columbia,1,Illinois,1,0
UNIVERSITY OF THE DISTRICT OF COLUMBIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nevada,100,District of Columbia,1,Illinois,1,0
UNT DALLAS COLLEGE OF LAW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nevada,100,District of Columbia,1,Illinois,1,0
"UTAH, UNIVERSITY OF",72,6,0,1,79,16,0,0,2,18,5,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,3,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,21,0,0,0,21,1,0,0,0,1,7,0,0,0,7,2,4,0,0,6,3,1,0,0,4,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,13,0,0,2,15,12,1,0,0,13,6,0,0,0,6,7,0,0,0,7,13,0,0,0,13,0,0,0,0,0,3,0,1,1,5,0,0,0,0,0,93,6,1,4,104,Utah,85,Nevada,4,Arizona,3,0
VALPARAISO UNIVERSITY,57,2,1,2,62,22,7,2,3,34,3,1,2,2,8,2,0,3,2,7,0,0,0,0,0,0,1,0,0,1,8,0,1,39,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,24,1,2,2,29,5,0,0,0,5,2,0,0,0,2,3,0,0,0,3,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,9,5,6,34,21,0,1,0,22,4,0,0,0,4,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,3,1,0,1,5,0,0,0,0,0,84,11,8,9,112,Indiana,58,Illinois,28,California,4,0
VANDERBILT UNIVERSITY,157,0,0,1,158,7,0,0,0,7,2,0,0,1,3,0,0,0,0,0,2,8,0,0,10,0,0,0,0,0,1,0,0,2,1,182,2,6,0,0,8,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,0,0,10,0,0,0,0,0,9,0,0,1,10,4,0,0,0,4,9,0,0,0,9,3,0,0,0,3,13,0,0,0,13,13,0,0,0,13,60,0,0,0,60,0,0,0,0,0,19,1,0,1,21,12,2,0,0,14,3,5,0,0,8,18,0,0,0,18,4,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,168,8,0,2,178,New York,28,Tennessee,28,Texas,19,0
VERMONT LAW SCHOOL,59,2,4,3,68,11,0,1,0,12,3,0,0,0,3,1,1,1,3,6,0,0,0,0,0,0,0,0,0,0,3,0,4,17,3,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3,2,25,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,2,2,4,15,14,1,1,0,16,9,0,0,0,9,1,0,0,0,1,12,0,0,0,12,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,74,3,6,6,89,Vermont,18,New York,12,District of Columbia,6,1
VILLANOVA UNIVERSITY,119,1,0,1,121,21,0,1,0,22,1,0,0,1,2,3,0,0,0,3,1,1,0,0,2,0,0,0,0,0,1,0,2,18,1,172,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2,0,0,0,0,0,15,0,1,0,16,9,0,0,0,9,8,0,0,0,8,12,0,0,0,12,8,0,0,0,8,1,0,0,0,1,19,0,0,0,19,0,0,0,0,0,24,0,0,1,25,11,0,0,1,12,3,0,0,0,3,2,0,0,0,2,32,1,0,0,33,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,145,2,1,2,150,Pennsylvania,89,New Jersey,23,Delaware,14,1
"VIRGINIA, UNIVERSITY OF",293,2,1,0,296,5,1,1,0,7,0,0,0,0,0,0,0,0,0,0,19,0,0,0,19,0,0,1,0,1,0,0,1,6,0,330,19,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,19,0,0,0,0,0,2,0,0,0,2,2,1,0,0,3,5,1,0,0,6,6,0,0,0,6,9,0,0,0,9,24,0,0,0,24,173,0,1,0,174,0,0,0,0,0,4,1,1,0,6,22,0,0,0,22,12,0,0,0,12,48,0,0,0,48,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,317,3,3,0,323,New York,74,District of Columbia,66,Virginia,36,5
WAKE FOREST UNIVERSITY,135,1,0,0,136,21,2,1,0,24,6,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,5,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,1,0,36,13,0,0,0,13,10,0,0,0,10,8,0,0,0,8,5,0,0,0,5,9,0,0,0,9,16,1,0,0,17,0,0,0,0,0,28,1,0,0,29,15,0,0,1,16,7,0,0,0,7,7,0,0,0,7,9,0,0,0,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,162,3,1,1,167,North Carolina,80,Florida,11,New York,9,1
WASHBURN UNIVERSITY,68,0,1,0,69,12,2,2,0,16,1,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,7,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,23,1,0,0,24,5,1,0,0,6,5,0,0,0,5,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,1,0,10,27,0,3,0,30,1,0,0,0,1,1,0,0,0,1,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,3,4,0,88,Kansas,60,Missouri,18,Utah,2,0
WASHINGTON AND LEE UNIVERSITY,73,0,0,1,74,7,1,0,0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,5,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,6,0,0,0,6,3,0,0,0,3,0,0,0,0,0,6,0,0,0,6,5,0,0,0,5,5,0,0,0,5,1,0,0,0,1,8,1,1,1,11,8,0,0,0,8,8,0,0,0,8,9,0,0,0,9,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1,1,1,83,Virginia,25,District of Columbia,10,New York,10,1
WASHINGTON UNIVERSITY,181,3,0,0,184,16,4,2,0,22,1,0,0,0,1,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,8,0,2,1,0,226,0,0,0,6,6,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,19,0,0,4,23,18,0,0,0,18,6,0,0,0,6,6,0,0,0,6,21,0,0,0,21,18,0,0,0,18,54,1,0,0,55,0,0,0,0,0,17,5,2,1,25,14,1,0,0,15,7,0,0,1,8,9,0,0,0,9,8,0,0,0,8,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,198,7,2,8,215,Missouri,63,New York,30,Illinois,29,5
"WASHINGTON, UNIVERSITY OF",103,9,2,1,115,12,6,0,0,18,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,4,2,4,7,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,2,0,21,6,0,0,0,6,5,1,0,0,6,4,0,0,0,4,4,0,0,0,4,6,0,0,0,6,12,0,0,0,12,0,0,0,0,0,9,5,2,1,17,15,6,0,0,21,9,1,0,0,10,7,0,0,0,7,19,1,0,0,20,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,116,15,4,1,136,Washington,97,California,7,Alaska,7,5
WAYNE STATE UNIVERSITY,81,1,3,2,87,15,2,4,3,24,3,0,0,0,3,2,1,1,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,10,1,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,2,2,1,24,10,0,1,0,11,5,1,1,1,8,11,0,0,0,11,7,0,0,0,7,6,0,0,0,6,1,0,0,0,1,0,0,0,0,0,21,1,1,1,24,10,0,0,1,11,4,0,3,0,7,1,0,0,0,1,4,0,0,0,4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,101,4,8,5,118,Michigan,107,Illinois,1,Nevada,1,0
WEST VIRGINIA UNIVERSITY,72,0,0,0,72,16,2,0,1,19,2,0,0,1,3,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,1,8,4,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,29,0,0,1,30,2,0,0,0,2,3,0,0,0,3,3,0,0,0,3,5,0,0,0,5,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,20,1,0,0,21,9,1,0,0,10,8,1,0,0,9,3,0,0,0,3,6,0,0,0,6,0,0,0,0,0,2,1,0,1,4,0,0,0,0,0,94,4,0,2,100,West Virginia,69,Virginia,5,Ohio,4,1
WESTERN NEW ENGLAND UNIVERSITY,44,0,0,0,44,15,0,3,2,20,12,1,3,0,16,1,0,4,0,5,1,0,0,0,1,0,0,0,0,0,5,1,0,8,3,103,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,19,0,3,2,24,5,0,1,0,6,1,0,0,0,1,2,0,0,0,2,3,0,0,0,3,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,15,1,6,0,22,11,0,0,0,11,4,0,0,0,4,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,73,1,10,2,86,Massachusetts,39,Connecticut,29,New York,7,1
WESTERN STATE COLLEGE OF LAW,30,0,1,2,33,13,3,0,1,17,6,1,2,0,9,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,4,4,11,11,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,1,2,27,7,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10,1,3,0,14,6,2,0,0,8,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,4,4,3,61,California,58,New York,1,Pennsylvania,1,0
WHITTIER LAW SCHOOL,38,1,5,1,45,12,3,10,4,29,2,0,1,0,3,4,0,1,2,7,0,0,0,12,12,0,0,0,0,0,5,1,6,19,1,128,0,0,0,0,0,0,0,0,11,11,0,0,0,1,1,0,0,0,0,0,0,0,0,12,12,1,0,0,0,1,28,0,11,4,43,5,1,1,0,7,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,12,2,4,3,21,3,0,1,0,4,2,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,56,4,17,19,96,California,88,Nevada,2,Florida,1,0
WIDENER UNIVERSITY-DELAWARE,82,2,2,3,89,21,1,1,7,30,11,0,1,2,14,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,2,14,19,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,25,0,1,6,32,11,1,0,1,13,5,0,0,0,5,1,0,0,0,1,4,0,0,0,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,15,2,0,5,22,14,0,2,1,17,4,1,0,0,5,0,0,0,0,0,32,0,0,0,32,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,115,4,4,13,136,Pennsylvania,52,Delaware,45,New Jersey,32,0
WIDENER-COMMONWEALTH,26,0,0,0,26,10,0,2,1,13,10,0,0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,1,0,11,4,0,0,1,5,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,14,0,0,0,14,1,0,0,0,1,2,0,0,0,2,4,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,47,0,2,1,50,Pennsylvania,45,District of Columbia,2,New York,1,0
WILLAMETTE UNIVERSITY,44,1,0,0,45,16,3,4,0,23,4,2,2,1,9,3,1,3,0,7,0,0,0,0,0,0,0,0,0,0,2,1,3,22,2,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,25,0,4,0,29,5,0,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,4,0,15,11,5,0,0,16,4,0,1,0,5,0,0,0,0,0,5,1,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,67,7,9,1,84,Oregon,60,Washington,8,Nevada,4,0
WILLIAM AND MARY LAW SCHOOL,162,4,1,0,167,21,2,1,5,29,0,0,1,1,2,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,1,4,0,17,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,1,24,11,0,0,0,11,6,0,0,1,7,5,0,0,0,5,8,0,0,0,8,6,0,0,0,6,27,1,0,0,28,0,0,0,0,0,15,1,1,4,21,38,2,0,0,40,4,2,0,2,8,13,0,0,0,13,26,0,0,0,26,0,0,0,0,0,3,0,1,1,5,0,0,0,0,0,184,6,3,9,202,Virginia,67,District of Columbia,33,New York,16,2
WILLIAM MITCHELL COLLEGE OF LAW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Virginia,67,District of Columbia,33,New York,16,0
"WISCONSIN, UNIVERSITY OF",132,1,4,1,138,16,2,1,0,19,8,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,13,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28,0,1,1,30,8,0,0,0,8,7,0,0,0,7,4,0,0,0,4,13,0,0,0,13,5,0,0,0,5,9,0,1,0,10,0,0,0,0,0,23,2,3,0,28,34,1,1,0,36,6,0,0,0,6,7,0,0,0,7,10,0,0,0,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,156,3,6,1,166,Wisconsin,91,Illinois,21,Minnesota,10,3
"WYOMING, UNIVERSITY OF",50,0,1,0,51,3,0,0,0,3,1,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,13,0,1,0,14,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,7,11,0,0,0,11,3,0,0,0,3,3,0,0,0,3,8,0,0,0,8,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,55,1,1,0,57,Wyoming,24,Colorado,13,Utah,4,1
YALE UNIVERSITY,160,0,0,0,160,9,1,0,0,10,4,0,0,1,5,0,0,0,0,0,16,3,0,0,19,0,0,0,0,0,2,2,3,1,1,203,12,3,0,0,15,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,3,0,0,19,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,8,0,0,0,8,6,0,0,0,6,65,0,0,0,65,0,0,0,0,0,6,1,0,1,8,7,1,0,0,8,16,2,0,0,18,69,0,0,0,69,1,0,0,0,1,2,0,0,0,2,5,0,0,0,5,0,0,0,0,0,189,4,0,1,194,New York,63,District of Columbia,40,California,23,8